fgc,min,rec,rem,work
11,11,1,11,2053
11,11,1,11,2002
11,11,1,11,2000
11,11,1,11,2014
11,11,1,11,1997
12,11,1,12,2033
11,11,1,11,1975
11,10,1,11,2024
12,12,1,11,2054
11,11,1,11,2022
11,11,1,11,2018
11,11,1,11,1976
11,11,1,11,2002
11,11,1,11,2010
11,11,1,11,1968
11,11,1,11,2007
11,11,1,11,1989
11,11,1,11,1982
11,11,1,11,2017
11,10,1,11,2004
11,11,1,11,1973
11,11,1,11,1992
11,11,1,11,2045
11,10,1,11,2002
11,11,1,11,1994
11,11,1,11,1951
11,11,1,11,1995
11,10,1,11,1993
11,11,1,11,1996
11,11,1,11,1984
11,11,1,11,2005
11,10,1,11,1932
11,11,1,11,1978
11,11,1,11,2011
12,11,1,12,2014
11,11,1,11,2013
11,11,1,11,2005
11,11,1,11,1988
11,11,1,11,1958
11,11,1,11,1996
11,11,1,11,1999
11,11,1,11,2026
11,11,1,11,1953
11,11,1,11,1978
11,11,1,11,2003
11,11,1,11,1980
11,10,1,11,1914
11,11,1,11,2003
11,11,1,11,2001
11,10,1,11,1958
11,10,1,11,1974
11,11,1,11,2002
12,12,1,11,2014
11,10,1,11,1973
11,11,1,11,1939
11,11,1,11,1991
11,11,1,11,1981
11,10,1,11,1957
11,10,1,11,1973
11,11,1,11,2002
11,11,1,11,2010
11,11,1,11,2026
11,10,1,11,1988
11,11,1,11,2029
11,10,1,11,1976
11,11,1,11,2011
11,11,1,11,2016
11,11,1,11,2016
11,11,1,11,2031
11,11,1,11,2014
12,11,1,12,2005
11,11,1,11,1989
11,11,1,11,2039
11,11,1,11,2013
11,10,1,11,1973
11,11,1,11,2020
11,11,1,11,1978
11,11,1,11,1951
11,10,1,11,2001
11,11,1,11,2033
11,11,1,11,2033
11,11,1,11,1981
11,11,1,11,2018
11,11,1,11,1971
11,11,1,11,1994
11,11,1,11,1978
11,11,1,11,1989
11,11,1,11,2030
11,11,1,11,1989
11,11,1,11,1962
11,11,1,11,2020
11,11,1,11,1997
11,11,1,11,2039
12,12,1,11,2056
12,11,1,12,1995
12,12,1,11,2019
11,11,1,11,2033
11,11,1,11,1988
12,11,1,12,2044
11,11,1,11,2018
11,11,1,11,2001
11,10,1,11,1978
11,11,1,11,2020
11,11,1,11,2027
11,11,1,11,2012
11,11,1,11,2004
12,12,1,11,2007
11,11,1,11,2022
11,11,1,11,2008
11,2,1,11,1982
11,11,1,11,1996
11,11,1,11,2005
11,11,1,11,1979
11,11,1,11,1968
11,11,1,11,2002
11,11,1,11,1998
11,11,1,11,2040
11,11,1,11,2072
11,10,1,11,2021
11,4,1,11,2018
11,11,1,11,1970
11,11,1,11,1975
12,12,1,11,2053
11,4,1,11,1997
11,11,1,11,1996
11,11,1,11,2008
11,10,1,11,2014
11,11,1,11,1963
11,11,1,11,1989
11,11,1,11,2001
11,11,1,11,1953
11,11,1,11,2040
11,11,1,11,1983
11,11,1,11,2000
11,11,1,11,1995
11,10,1,11,2025
11,11,1,11,2003
11,11,1,11,1972
11,11,1,11,1964
11,11,1,11,1998
11,11,1,11,1957
11,11,1,11,1997
11,11,1,11,1969
11,11,1,11,2035
11,11,1,11,2008
11,11,1,11,2008
11,11,1,11,1983
12,12,1,11,1997
12,11,1,12,2025
11,10,1,11,2047
11,11,1,11,2020
12,11,1,12,2028
11,11,1,11,1969
11,10,1,11,2037
11,10,1,11,2015
13,13,1,13,2128
11,11,1,11,2011
11,11,1,11,1993
11,11,1,11,2036
11,11,1,11,1992
11,11,1,11,1977
11,11,1,11,2023
11,11,1,11,1968
11,10,1,11,2002
11,11,1,11,2020
12,12,1,11,2003
11,11,1,11,1997
11,10,1,11,2009
11,11,1,11,1972
12,12,1,11,2027
12,12,1,11,2016
11,11,1,11,1940
11,11,1,11,2006
11,11,1,11,1988
12,12,1,11,2019
11,10,1,11,1968
11,11,1,11,2023
11,11,1,11,1969
11,10,1,11,1947
11,11,1,11,2020
12,11,1,12,1987
11,11,1,11,2035
11,11,1,11,1990
11,11,1,11,2002
11,11,1,11,1995
11,11,1,11,2034
12,12,1,11,2063
12,12,1,11,2054
11,11,1,11,2017
