0,1,2,3,4,5,6,7,8,9
0.306732177734375,0.3,0.31,0.307,0.3067,0.30673,0.306732,0.3067322,0.30673218,0.306732178
0.307220458984375,0.3,0.31,0.307,0.3072,0.30722,0.30722,0.3072205,0.30722046,0.307220459
0.305908203125,0.3,0.31,0.306,0.3059,0.30591,0.305908,0.3059082,0.3059082,0.305908203
0.3056182861328125,0.3,0.31,0.306,0.3056,0.30562,0.305618,0.3056183,0.30561829,0.305618286
0.3069610595703125,0.3,0.31,0.307,0.307,0.30696,0.30696100000000004,0.3069611,0.30696106,0.30696106
0.3055877685546875,0.3,0.31,0.306,0.3056,0.30559000000000003,0.305588,0.30558779999999997,0.30558777,0.305587769
0.3074798583984375,0.3,0.31,0.307,0.3075,0.30748000000000003,0.30748000000000003,0.30747990000000003,0.30747986,0.307479858
0.308624267578125,0.3,0.31,0.309,0.3086,0.30862,0.30862399999999995,0.3086243,0.30862427,0.30862426800000003
0.305938720703125,0.3,0.31,0.306,0.3059,0.30594,0.30593899999999996,0.3059387,0.30593872,0.305938721
0.3055572509765625,0.3,0.31,0.306,0.3056,0.30556,0.305557,0.3055573,0.30555725,0.30555725100000003
0.306671142578125,0.3,0.31,0.307,0.3067,0.30667,0.306671,0.3066711,0.30667114,0.30667114300000003
0.3063201904296875,0.3,0.31,0.306,0.3063,0.30632,0.30632,0.30632020000000004,0.30632019,0.30632019
0.3078155517578125,0.3,0.31,0.308,0.3078,0.30782,0.307816,0.3078156,0.30781555,0.307815552
0.3078155517578125,0.3,0.31,0.308,0.3078,0.30782,0.307816,0.3078156,0.30781555,0.307815552
0.30718994140625,0.3,0.31,0.307,0.3072,0.30719,0.30719,0.3071899,0.30718994,0.307189941
0.306427001953125,0.3,0.31,0.306,0.3064,0.30643000000000004,0.306427,0.306427,0.306427,0.306427002
0.3075408935546875,0.3,0.31,0.308,0.3075,0.30754000000000004,0.307541,0.3075409,0.30754089,0.307540894
0.306793212890625,0.3,0.31,0.307,0.3068,0.30679,0.306793,0.30679320000000004,0.30679321,0.306793213
0.3087310791015625,0.3,0.31,0.309,0.3087,0.30873,0.308731,0.3087311,0.30873108,0.30873107899999996
0.306732177734375,0.3,0.31,0.307,0.3067,0.30673,0.306732,0.3067322,0.30673218,0.306732178
0.3081512451171875,0.3,0.31,0.308,0.3082,0.30815,0.308151,0.3081512,0.30815125,0.308151245
0.30499267578125,0.3,0.3,0.305,0.305,0.30499,0.30499299999999996,0.3049927,0.30499268,0.304992676
0.3033294677734375,0.3,0.3,0.303,0.3033,0.30333000000000004,0.303329,0.30332950000000003,0.30332947,0.303329468
0.3093414306640625,0.3,0.31,0.309,0.3093,0.30934,0.309341,0.30934140000000004,0.30934143,0.309341431
0.307037353515625,0.3,0.31,0.307,0.307,0.30704000000000004,0.307037,0.3070374,0.30703735,0.307037354
0.305450439453125,0.3,0.31,0.305,0.3055,0.30545,0.30545,0.3054504,0.30545044,0.30545043899999996
0.3027801513671875,0.3,0.3,0.303,0.3028,0.30278,0.30278,0.3027802,0.30278015,0.302780151
0.305572509765625,0.3,0.31,0.306,0.3056,0.30557,0.305573,0.30557249999999997,0.30557251,0.30557251
0.3061981201171875,0.3,0.31,0.306,0.3062,0.3062,0.306198,0.3061981,0.30619812,0.30619812
0.30712890625,0.3,0.31,0.307,0.3071,0.30713,0.307129,0.30712890000000004,0.30712891,0.30712890600000003
0.3050994873046875,0.3,0.31,0.305,0.3051,0.3051,0.30509899999999995,0.30509949999999997,0.30509949,0.305099487
0.307098388671875,0.3,0.31,0.307,0.3071,0.3071,0.307098,0.30709840000000005,0.30709839,0.30709838899999997
0.3069915771484375,0.3,0.31,0.307,0.307,0.30699,0.306992,0.3069916,0.30699158,0.306991577
0.305816650390625,0.3,0.31,0.306,0.3058,0.30582,0.305817,0.3058167,0.30581665,0.30581665
0.3060760498046875,0.3,0.31,0.306,0.3061,0.30608,0.306076,0.306076,0.30607605,0.30607605
0.30633544921875,0.3,0.31,0.306,0.3063,0.30634,0.30633499999999997,0.30633540000000004,0.30633545,0.306335449
0.30615234375,0.3,0.31,0.306,0.3062,0.30615,0.306152,0.3061523,0.30615234,0.30615234399999997
0.3027801513671875,0.3,0.3,0.303,0.3028,0.30278,0.30278,0.3027802,0.30278015,0.302780151
0.306915283203125,0.3,0.31,0.307,0.3069,0.30691999999999997,0.306915,0.3069153,0.30691528,0.306915283
0.306610107421875,0.3,0.31,0.307,0.3066,0.30661,0.30661,0.30661009999999994,0.30661011,0.30661010699999997
0.30914306640625,0.3,0.31,0.309,0.3091,0.30914,0.309143,0.30914309999999995,0.30914307,0.309143066
0.30609130859375,0.3,0.31,0.306,0.3061,0.30609000000000003,0.306091,0.3060913,0.30609131,0.306091309
0.304443359375,0.3,0.3,0.304,0.3044,0.30444,0.30444299999999996,0.30444340000000003,0.30444336,0.30444335899999997
0.3074493408203125,0.3,0.31,0.307,0.3074,0.30745,0.307449,0.3074493,0.30744934,0.30744934100000004
0.3059539794921875,0.3,0.31,0.306,0.306,0.30595,0.305954,0.305954,0.30595398,0.305953979
0.3054046630859375,0.3,0.31,0.305,0.3054,0.3054,0.30540500000000004,0.30540470000000003,0.30540466,0.305404663
0.307586669921875,0.3,0.31,0.308,0.3076,0.30759000000000003,0.307587,0.30758670000000005,0.30758667,0.30758667
0.306793212890625,0.3,0.31,0.307,0.3068,0.30679,0.306793,0.30679320000000004,0.30679321,0.306793213
0.30938720703125,0.3,0.31,0.309,0.3094,0.30939,0.30938699999999997,0.30938720000000003,0.30938721,0.309387207
0.30682373046875,0.3,0.31,0.307,0.3068,0.30682,0.306824,0.30682370000000003,0.30682373,0.30682373
0.3078460693359375,0.3,0.31,0.308,0.3078,0.30785,0.307846,0.30784609999999996,0.30784607,0.307846069
0.3060760498046875,0.3,0.31,0.306,0.3061,0.30608,0.306076,0.306076,0.30607605,0.30607605
0.3060760498046875,0.3,0.31,0.306,0.3061,0.30608,0.306076,0.306076,0.30607605,0.30607605
0.303680419921875,0.3,0.3,0.304,0.3037,0.30368,0.30368,0.3036804,0.30368042,0.30368042
0.30548095703125,0.3,0.31,0.305,0.3055,0.30548000000000003,0.305481,0.305481,0.30548096,0.305480957
0.30511474609375,0.3,0.31,0.305,0.3051,0.30511,0.305115,0.3051147,0.30511475,0.305114746
0.307586669921875,0.3,0.31,0.308,0.3076,0.30759000000000003,0.307587,0.30758670000000005,0.30758667,0.30758667
0.305572509765625,0.3,0.31,0.306,0.3056,0.30557,0.305573,0.30557249999999997,0.30557251,0.30557251
