0,1,2,3,4,5,6,7,8,9
0.037109375,0.0,0.04,0.037000000000000005,0.0371,0.037110000000000004,0.037108999999999996,0.0371094,0.03710938,0.037109375
0.0383758544921875,0.0,0.04,0.038,0.0384,0.038380000000000004,0.038376,0.038375900000000004,0.03837585,0.038375854
0.0330810546875,0.0,0.03,0.033,0.0331,0.03308,0.033081,0.033081099999999995,0.03308105,0.033081055
0.04095458984375,0.0,0.04,0.040999999999999995,0.040999999999999995,0.04095,0.040955,0.0409546,0.04095459,0.04095459
0.0364990234375,0.0,0.04,0.036000000000000004,0.0365,0.0365,0.036499000000000004,0.036499000000000004,0.03649902,0.036499023
0.035736083984375,0.0,0.04,0.036000000000000004,0.0357,0.03574,0.035736000000000004,0.0357361,0.03573608,0.035736084
0.0381011962890625,0.0,0.04,0.038,0.0381,0.0381,0.038100999999999996,0.038101199999999995,0.038101199999999995,0.038101196000000004
0.0394439697265625,0.0,0.04,0.039,0.0394,0.039439999999999996,0.039444,0.039444,0.03944397,0.03944397
0.0369720458984375,0.0,0.04,0.037000000000000005,0.037000000000000005,0.036969999999999996,0.036972000000000005,0.036972000000000005,0.03697205,0.036972046
0.0474700927734375,0.0,0.05,0.047,0.0475,0.04747,0.04747,0.047470099999999994,0.04747009,0.047470093
0.036590576171875,0.0,0.04,0.037000000000000005,0.0366,0.03659,0.036591000000000005,0.0365906,0.03659058,0.036590576
0.0379180908203125,0.0,0.04,0.038,0.0379,0.03792,0.037918,0.037918099999999996,0.03791809,0.037918091
0.0392913818359375,0.0,0.04,0.039,0.0393,0.03929,0.039291,0.0392914,0.03929138,0.039291382
0.0376129150390625,0.0,0.04,0.038,0.0376,0.037610000000000005,0.037613,0.037612900000000005,0.03761292,0.037612915
0.0361785888671875,0.0,0.04,0.036000000000000004,0.0362,0.036180000000000004,0.036179,0.0361786,0.03617859,0.036178589
0.0390472412109375,0.0,0.04,0.039,0.039,0.03905,0.039047000000000005,0.0390472,0.03904724,0.039047241
0.0396881103515625,0.0,0.04,0.04,0.0397,0.039689999999999996,0.039688,0.0396881,0.03968811,0.03968811
0.0354461669921875,0.0,0.04,0.035,0.0354,0.03545,0.035446,0.0354462,0.03544617,0.035446167
0.03839111328125,0.0,0.04,0.038,0.0384,0.03839,0.038391,0.0383911,0.03839111,0.038391113
0.038360595703125,0.0,0.04,0.038,0.0384,0.038360000000000005,0.038361,0.0383606,0.0383606,0.038360596000000004
