0,1,2,3,4,5,6,7,8,9
0.186248779296875,0.2,0.19,0.18600000000000003,0.1862,0.18625,0.186249,0.1862488,0.18624878,0.18624877899999998
0.1864013671875,0.2,0.19,0.18600000000000003,0.1864,0.1864,0.186401,0.1864014,0.18640137,0.18640136699999998
0.188720703125,0.2,0.19,0.18899999999999997,0.1887,0.18872,0.188721,0.18872070000000002,0.18872070000000002,0.18872070300000002
0.185638427734375,0.2,0.19,0.18600000000000003,0.1856,0.18564,0.185638,0.1856384,0.18563843,0.185638428
0.188140869140625,0.2,0.19,0.188,0.1881,0.18814,0.188141,0.1881409,0.18814087,0.188140869
0.1874237060546875,0.2,0.19,0.187,0.1874,0.18742,0.187424,0.1874237,0.18742371,0.18742370600000002
0.188812255859375,0.2,0.19,0.18899999999999997,0.1888,0.18880999999999998,0.18881199999999998,0.1888123,0.18881226,0.188812256
0.1853790283203125,0.2,0.19,0.185,0.1854,0.18538,0.185379,0.185379,0.18537903,0.185379028
0.187225341796875,0.2,0.19,0.187,0.1872,0.18723,0.187225,0.18722529999999998,0.18722534,0.187225342
0.1856842041015625,0.2,0.19,0.18600000000000003,0.1857,0.18567999999999998,0.185684,0.18568420000000002,0.18568420000000002,0.185684204
0.1899566650390625,0.2,0.19,0.19,0.19,0.18996,0.189957,0.1899567,0.18995667,0.189956665
0.1907501220703125,0.2,0.19,0.191,0.1908,0.19075,0.19075,0.1907501,0.19075012,0.190750122
0.1866912841796875,0.2,0.19,0.187,0.1867,0.18669000000000002,0.186691,0.18669129999999998,0.18669128,0.18669128399999999
0.1871795654296875,0.2,0.19,0.187,0.1872,0.18717999999999999,0.18717999999999999,0.1871796,0.18717957,0.187179565
0.187713623046875,0.2,0.19,0.188,0.1877,0.18771,0.18771400000000002,0.1877136,0.18771362,0.187713623
0.190704345703125,0.2,0.19,0.191,0.1907,0.1907,0.19070399999999998,0.1907043,0.19070435,0.19070434600000002
0.1891021728515625,0.2,0.19,0.18899999999999997,0.1891,0.1891,0.189102,0.18910220000000003,0.18910217,0.189102173
0.1900482177734375,0.2,0.19,0.19,0.19,0.19005,0.190048,0.19004820000000003,0.19004822,0.19004821800000002
0.1837921142578125,0.2,0.18,0.184,0.1838,0.18379,0.183792,0.1837921,0.18379211,0.18379211399999998
0.18389892578125,0.2,0.18,0.184,0.1839,0.1839,0.183899,0.1838989,0.18389893,0.18389892600000002
0.18609619140625,0.2,0.19,0.18600000000000003,0.1861,0.1861,0.186096,0.18609620000000002,0.18609619,0.18609619100000002
0.187255859375,0.2,0.19,0.187,0.1873,0.18725999999999998,0.187256,0.1872559,0.18725586,0.187255859
0.188812255859375,0.2,0.19,0.18899999999999997,0.1888,0.18880999999999998,0.18881199999999998,0.1888123,0.18881226,0.188812256
0.1874847412109375,0.2,0.19,0.187,0.1875,0.18748,0.18748499999999998,0.18748470000000003,0.18748474,0.187484741
0.188873291015625,0.2,0.19,0.18899999999999997,0.1889,0.18887,0.188873,0.1888733,0.18887329,0.18887329100000003
0.1910858154296875,0.2,0.19,0.191,0.1911,0.19109,0.19108599999999998,0.1910858,0.19108582,0.191085815
0.185638427734375,0.2,0.19,0.18600000000000003,0.1856,0.18564,0.185638,0.1856384,0.18563843,0.185638428
0.1841278076171875,0.2,0.18,0.184,0.1841,0.18413,0.184128,0.18412779999999998,0.18412781,0.184127808
0.1854705810546875,0.2,0.19,0.185,0.1855,0.18547,0.185471,0.1854706,0.18547058,0.18547058100000002
0.185089111328125,0.2,0.19,0.185,0.1851,0.18509,0.185089,0.1850891,0.18508911,0.18508911100000003
0.1866912841796875,0.2,0.19,0.187,0.1867,0.18669000000000002,0.186691,0.18669129999999998,0.18669128,0.18669128399999999
0.1851043701171875,0.2,0.19,0.185,0.1851,0.1851,0.185104,0.18510439999999997,0.18510437,0.18510437
0.1856689453125,0.2,0.19,0.18600000000000003,0.1857,0.18567,0.185669,0.1856689,0.18566895,0.185668945
0.1888275146484375,0.2,0.19,0.18899999999999997,0.1888,0.18883,0.188828,0.1888275,0.18882751,0.188827515
0.18597412109375,0.2,0.19,0.18600000000000003,0.18600000000000003,0.18597,0.185974,0.1859741,0.18597412,0.18597412100000002
0.1855316162109375,0.2,0.19,0.18600000000000003,0.1855,0.18553,0.185532,0.1855316,0.18553162,0.185531616
0.1874542236328125,0.2,0.19,0.187,0.1875,0.18745,0.187454,0.18745420000000002,0.18745422,0.18745422399999997
0.1897125244140625,0.2,0.19,0.19,0.1897,0.18971,0.18971300000000002,0.1897125,0.18971252,0.189712524
0.1871795654296875,0.2,0.19,0.187,0.1872,0.18717999999999999,0.18717999999999999,0.1871796,0.18717957,0.187179565
0.185882568359375,0.2,0.19,0.18600000000000003,0.1859,0.18588,0.185883,0.1858826,0.18588257,0.185882568
0.1864471435546875,0.2,0.19,0.18600000000000003,0.1864,0.18645,0.186447,0.1864471,0.18644714,0.18644714399999998
0.1881256103515625,0.2,0.19,0.188,0.1881,0.18813,0.188126,0.1881256,0.18812561,0.18812561
0.184814453125,0.2,0.18,0.185,0.1848,0.18481,0.184814,0.1848145,0.18481445,0.18481445300000002
0.184478759765625,0.2,0.18,0.184,0.1845,0.18448,0.184479,0.18447879999999997,0.18447876,0.18447876
0.1876678466796875,0.2,0.19,0.188,0.1877,0.18767,0.187668,0.1876678,0.18766785,0.187667847
0.1878814697265625,0.2,0.19,0.188,0.1879,0.18788,0.187881,0.1878815,0.18788147,0.18788147
0.1891021728515625,0.2,0.19,0.18899999999999997,0.1891,0.1891,0.189102,0.18910220000000003,0.18910217,0.189102173
0.1876068115234375,0.2,0.19,0.188,0.1876,0.18761,0.187607,0.1876068,0.18760681,0.18760681199999998
0.18438720703125,0.2,0.18,0.184,0.1844,0.18439,0.184387,0.1843872,0.18438721,0.184387207
0.1878662109375,0.2,0.19,0.188,0.1879,0.18787,0.187866,0.1878662,0.18786621,0.187866211
0.1856231689453125,0.2,0.19,0.18600000000000003,0.1856,0.18562,0.185623,0.18562320000000002,0.18562317,0.18562316899999998
0.1870269775390625,0.2,0.19,0.187,0.187,0.18703,0.187027,0.187027,0.18702698,0.187026978
0.1877593994140625,0.2,0.19,0.188,0.1878,0.18775999999999998,0.18775899999999998,0.1877594,0.1877594,0.187759399
0.1898956298828125,0.2,0.19,0.19,0.1899,0.1899,0.189896,0.18989560000000003,0.18989563,0.18989563
0.1847076416015625,0.2,0.18,0.185,0.1847,0.18470999999999999,0.18470799999999998,0.1847076,0.18470764,0.184707642
0.1827850341796875,0.2,0.18,0.183,0.1828,0.18279,0.182785,0.182785,0.18278503,0.18278503399999999
0.18707275390625,0.2,0.19,0.187,0.1871,0.18707000000000001,0.187073,0.18707279999999998,0.18707275,0.18707275399999998
0.1878814697265625,0.2,0.19,0.188,0.1879,0.18788,0.187881,0.1878815,0.18788147,0.18788147
