fgc,min,rec,rem,work
25,11,1,25,7314
25,11,1,25,7434
25,11,1,25,7393
25,11,1,25,7487
25,11,1,25,7309
25,11,1,25,7531
25,11,1,25,7377
25,11,1,25,7304
25,10,1,25,7325
25,10,1,25,7503
25,11,1,25,7297
25,10,1,25,7406
25,11,1,25,7324
25,11,1,25,7424
25,11,1,25,7350
25,11,1,25,7466
25,11,1,25,7392
25,12,1,25,7356
25,10,1,25,7318
25,11,1,25,7374
25,10,1,25,7379
25,11,1,25,7392
25,11,1,25,7410
25,11,1,25,7471
25,10,1,25,7404
25,10,1,25,7363
25,11,1,25,7362
25,11,1,25,7369
25,11,1,25,7444
25,11,1,25,7301
25,11,1,25,7232
25,11,1,25,7353
25,11,1,25,7462
25,11,1,25,7342
25,11,1,25,7355
25,11,1,25,7388
25,11,1,25,7418
25,11,1,25,7302
25,10,1,25,7369
25,9,1,25,7356
25,11,1,25,7374
25,11,1,25,7409
25,10,1,25,7278
25,11,1,25,7377
25,10,1,25,7373
25,11,1,25,7421
25,11,1,25,7450
25,12,1,25,7461
25,11,1,25,7376
25,11,1,25,7360
25,11,1,25,7312
25,4,1,25,7361
25,10,1,25,7406
25,11,1,25,7347
25,12,1,25,7328
25,11,1,25,7479
25,11,1,25,7403
25,11,1,25,7361
25,11,1,25,7397
25,11,1,25,7477
25,11,1,25,7434
25,11,1,25,7389
25,11,1,25,7447
25,11,1,25,7435
25,11,1,25,7336
25,11,1,25,7433
25,11,1,25,7464
25,10,1,25,7403
25,11,1,25,7263
25,11,1,25,7408
25,11,1,25,7550
25,10,1,25,7283
25,11,1,25,7380
25,11,1,25,7347
25,11,1,25,7328
25,11,1,25,7399
25,11,1,25,7445
25,11,1,25,7429
25,11,1,25,7337
25,11,1,25,7332
25,11,1,25,7511
25,11,1,25,7418
25,11,1,25,7421
25,12,1,25,7461
25,11,1,25,7469
25,11,1,25,7330
25,11,1,25,7402
25,11,1,25,7384
25,11,1,25,7363
25,10,1,25,7299
25,10,1,25,7248
25,11,1,25,7378
25,11,1,25,7390
25,11,1,25,7362
25,10,1,25,7388
25,10,1,25,7355
25,11,1,25,7358
25,11,1,25,7389
25,10,1,25,7356
25,11,1,25,7385
25,10,1,25,7284
25,10,1,25,7356
25,11,1,25,7323
25,10,1,25,7272
25,10,1,25,7253
25,11,1,25,7430
25,10,1,25,7468
25,10,1,25,7354
25,11,1,25,7297
25,10,1,25,7266
25,11,1,25,7344
25,10,1,25,7280
25,10,1,25,7319
25,11,1,25,7384
25,11,1,25,7432
25,11,1,25,7360
25,11,1,25,7347
25,11,1,25,7439
25,10,1,25,7355
25,11,1,25,7450
25,11,1,25,7347
25,11,1,25,7327
25,12,1,25,7459
25,11,1,25,7361
25,11,1,25,7359
25,10,1,25,7461
25,11,1,25,7452
25,11,1,25,7402
25,11,1,25,7371
25,11,1,25,7350
25,11,1,25,7386
25,11,1,25,7426
25,11,1,25,7443
25,10,1,25,7413
25,11,1,25,7399
25,12,1,25,7388
25,11,1,25,7343
25,11,1,25,7363
25,12,1,25,7443
25,11,1,25,7414
25,10,1,25,7285
25,11,1,25,7414
25,11,1,25,7398
25,10,1,25,7307
25,11,1,25,7278
25,11,1,25,7461
25,11,1,25,7322
25,11,1,25,7425
25,11,1,25,7394
25,11,1,25,7393
25,11,1,25,7402
25,10,1,25,7390
25,11,1,25,7297
25,11,1,25,7415
25,11,1,25,7397
25,11,1,25,7350
25,11,1,25,7324
25,10,1,25,7391
25,11,1,25,7364
25,11,1,25,7314
25,11,1,25,7311
25,12,1,25,7440
25,10,1,25,7437
25,11,1,25,7372
25,11,1,25,7421
25,11,1,25,7376
25,11,1,25,7446
25,11,1,25,7341
25,11,1,25,7410
25,11,1,25,7396
25,11,1,25,7402
25,11,1,25,7431
25,11,1,25,7311
25,11,1,25,7350
25,10,1,25,7329
25,11,1,25,7361
25,10,1,25,7310
25,10,1,25,7352
25,11,1,25,7282
25,10,1,25,7342
25,11,1,25,7297
25,11,1,25,7351
25,11,1,25,7410
25,11,1,25,7336
25,11,1,25,7374
25,11,1,25,7377
25,11,1,25,7251
25,11,1,25,7338
25,11,1,25,7368
25,11,1,25,7385
25,11,1,25,7304
25,11,1,25,7394
25,10,1,25,7322
25,11,1,25,7326
25,11,1,25,7397
25,11,1,25,7290
25,11,1,25,7393
25,10,1,25,7388
25,11,1,25,7391
25,11,1,25,7362
25,11,1,25,7462
25,10,1,25,7419
25,11,1,25,7376
25,10,1,25,7347
25,12,1,25,7455
25,12,1,25,7407
25,11,1,25,7411
25,11,1,25,7473
25,11,1,25,7402
25,10,1,25,7309
25,11,1,25,7374
25,11,1,25,7405
25,11,1,25,7412
25,11,1,25,7358
25,11,1,25,7390
25,11,1,25,7337
25,11,1,25,7329
25,10,1,25,7242
25,11,1,25,7335
25,11,1,25,7414
25,11,1,25,7353
25,11,1,25,7472
25,11,1,25,7395
25,11,1,25,7328
25,11,1,25,7342
25,12,1,25,7423
25,11,1,25,7338
25,9,1,25,7262
25,11,1,25,7369
25,10,1,25,7363
25,11,1,25,7329
25,10,1,25,7302
25,11,1,25,7420
25,11,1,25,7387
25,10,1,25,7294
25,11,1,25,7252
25,10,1,25,7357
25,11,1,25,7372
25,10,1,25,7398
25,11,1,25,7309
25,11,1,25,7383
25,10,1,25,7317
25,11,1,25,7374
25,11,1,25,7285
25,11,1,25,7383
25,12,1,25,7443
25,11,1,25,7247
25,9,1,25,7327
25,10,1,25,7369
25,11,1,25,7353
25,11,1,25,7386
25,11,1,25,7373
25,11,1,25,7326
25,11,1,25,7430
25,9,1,25,7344
25,10,1,25,7322
25,10,1,25,7234
25,11,1,25,7428
25,10,1,25,7398
25,12,1,25,7527
25,10,1,25,7319
25,11,1,25,7365
25,11,1,25,7443
25,11,1,25,7416
25,11,1,25,7315
25,12,1,25,7450
25,11,1,25,7361
25,11,1,25,7403
25,11,1,25,7393
25,10,1,25,7326
25,12,1,25,7441
25,11,1,25,7452
25,12,1,25,7406
25,10,1,25,7295
25,11,1,25,7410
25,10,1,25,7391
25,10,1,25,7466
25,11,1,25,7351
25,11,1,25,7449
25,12,1,25,7504
25,11,1,25,7425
25,11,1,25,7330
25,11,1,25,7371
25,12,1,25,7459
25,11,1,25,7343
25,11,1,25,7415
25,10,1,25,7441
25,11,1,25,7425
25,12,1,25,7306
25,11,1,25,7502
25,11,1,25,7503
25,11,1,25,7343
25,11,1,25,7398
25,10,1,25,7422
25,11,1,25,7362
25,11,1,25,7267
25,11,1,25,7270
25,11,1,25,7492
25,11,1,25,7480
25,10,1,25,7399
25,11,1,25,7452
