fgc,min,rec,rem,work
73,10,1,73,6876
73,9,1,73,6837
73,10,1,73,6783
73,10,1,73,6823
73,8,1,73,6666
73,9,1,73,6706
73,10,1,73,6789
73,9,1,73,6796
73,9,1,73,6786
73,9,1,73,6782
73,10,1,73,6864
73,10,1,73,6854
73,9,1,73,6865
73,10,1,73,6771
73,9,1,73,6823
73,10,1,73,6782
73,9,1,73,6797
73,2,1,73,6792
73,9,1,73,6694
73,9,1,73,6739
73,9,1,73,6717
73,10,1,73,6803
73,10,1,73,6838
73,9,1,73,6770
73,10,1,73,6773
73,10,1,73,6719
73,9,1,73,6680
73,10,1,73,6923
73,9,1,73,6675
73,10,1,73,6800
73,10,1,73,6795
73,9,1,73,6752
73,9,1,73,6736
73,10,1,73,6803
73,10,1,73,6799
73,10,1,73,6798
73,10,1,73,6845
73,10,1,73,6767
73,10,1,73,6858
73,9,1,73,6715
73,9,1,73,6795
73,10,1,73,6790
73,8,1,73,6690
73,10,1,73,6832
73,8,1,73,6743
73,10,1,73,6845
73,9,1,73,6772
73,10,1,73,6739
73,10,1,73,6717
73,10,1,73,6850
73,9,1,73,6675
73,9,1,73,6761
73,9,1,73,6709
73,10,1,73,6759
73,9,1,73,6828
73,9,1,73,6751
73,9,1,73,6750
73,10,1,73,6787
73,10,1,73,6843
73,9,1,73,6776
73,10,1,73,6820
73,10,1,73,6713
73,9,1,73,6830
73,10,1,73,6877
73,9,1,73,6751
73,10,1,73,6815
73,9,1,73,6762
73,9,1,73,6804
73,10,1,73,6864
73,9,1,73,6764
73,8,1,73,6781
73,9,1,73,6724
73,10,1,73,6751
73,10,1,73,6803
73,9,1,73,6612
73,10,1,73,6883
73,10,1,73,6767
73,9,1,73,6764
73,10,1,73,6885
73,9,1,73,6782
73,10,1,73,6878
73,9,1,73,6752
73,10,1,73,6774
73,9,1,73,6745
73,10,1,73,6780
73,10,1,73,6767
73,8,1,73,6693
73,10,1,73,6789
73,10,1,73,6759
73,9,1,73,6882
73,9,1,73,6723
73,10,1,73,6767
73,10,1,73,6904
73,9,1,73,6822
73,10,1,73,6879
73,9,1,73,6735
73,9,1,73,6710
73,9,1,73,6739
73,10,1,73,6819
73,10,1,73,6723
73,10,1,73,6785
73,10,1,73,6840
73,10,1,73,6797
73,10,1,73,6803
73,10,1,73,6837
73,9,1,73,6713
73,7,1,73,6876
73,9,1,73,6661
73,9,1,73,6758
73,10,1,73,6770
73,8,1,73,6719
73,9,1,73,6736
73,10,1,73,6730
73,9,1,73,6782
73,10,1,73,6772
73,11,1,73,6873
73,9,1,73,6843
73,10,1,73,6729
73,10,1,73,6752
73,9,1,73,6838
73,10,1,73,6720
73,10,1,73,6826
73,10,1,73,6830
73,9,1,73,6853
73,10,1,73,6763
73,9,1,73,6767
73,9,1,73,6793
73,9,1,73,6778
73,9,1,73,6776
73,9,1,73,6784
73,9,1,73,6778
73,10,1,73,6787
73,9,1,73,6733
73,10,1,73,6739
73,10,1,73,6837
73,9,1,73,6751
73,10,1,73,6822
73,9,1,73,6786
73,10,1,73,6750
73,10,1,73,6825
73,9,1,73,6736
73,10,1,73,6779
73,9,1,73,6745
73,9,1,73,6766
73,10,1,73,6820
73,10,1,73,6726
73,10,1,73,6783
73,10,1,73,6820
73,9,1,73,6812
73,10,1,73,6811
73,10,1,73,6847
73,10,1,73,6793
73,10,1,73,6842
73,10,1,73,6805
73,10,1,73,6853
73,10,1,73,6785
73,9,1,73,6846
73,9,1,73,6809
73,9,1,73,6848
73,9,1,73,6846
73,10,1,73,6841
73,9,1,73,6741
73,9,1,73,6787
73,9,1,73,6768
73,10,1,73,6887
73,10,1,73,6833
73,9,1,73,6820
73,10,1,73,6752
73,10,1,73,6875
73,9,1,73,6771
73,10,1,73,6706
73,10,1,73,6735
73,10,1,73,6834
73,8,1,73,6760
73,10,1,73,6740
73,10,1,73,6772
73,10,1,73,6794
73,9,1,73,6658
73,10,1,73,6787
73,10,1,73,6788
73,9,1,73,6773
73,10,1,73,6819
73,9,1,73,6690
73,10,1,73,6603
73,10,1,73,6760
73,9,1,73,6728
73,10,1,73,6761
73,10,1,73,6805
73,10,1,73,6884
73,9,1,73,6796
73,10,1,73,6749
73,9,1,73,6732
73,9,1,73,6693
73,9,1,73,6832
73,9,1,73,6737
73,9,1,73,6742
73,9,1,73,6705
73,10,1,73,6809
73,9,1,73,6847
73,9,1,73,6778
73,11,1,73,6824
73,10,1,73,6922
73,10,1,73,6850
73,10,1,73,6821
73,9,1,73,6745
73,10,1,73,6844
73,10,1,73,6706
73,10,1,73,6800
73,9,1,73,6734
73,9,1,73,6827
73,10,1,73,6814
73,10,1,73,6855
73,10,1,73,6818
73,10,1,73,6790
73,9,1,73,6829
73,10,1,73,6794
73,9,1,73,6837
73,9,1,73,6806
73,9,1,73,6699
73,10,1,73,6707
73,10,1,73,6698
73,9,1,73,6799
73,9,1,73,6664
73,10,1,73,6781
73,9,1,73,6792
73,9,1,73,6682
73,9,1,73,6832
73,9,1,73,6769
73,9,1,73,6732
73,9,1,73,6756
73,9,1,73,6810
73,10,1,73,6861
73,9,1,73,6785
73,10,1,73,6804
73,9,1,73,6676
73,9,1,73,6763
73,9,1,73,6800
73,9,1,73,6705
73,10,1,73,6777
73,9,1,73,6715
73,9,1,73,6746
73,9,1,73,6806
73,9,1,73,6765
73,10,1,73,6694
73,9,1,73,6732
73,9,1,73,6723
73,9,1,73,6682
73,10,1,73,6786
73,10,1,73,6808
73,9,1,73,6775
73,10,1,73,6822
73,9,1,73,6754
73,9,1,73,6781
73,10,1,73,6796
73,10,1,73,6774
73,9,1,73,6735
73,10,1,73,6760
73,10,1,73,6798
73,10,1,73,6875
73,10,1,73,6687
73,9,1,73,6869
73,9,1,73,6919
73,9,1,73,6776
73,9,1,73,6671
73,9,1,73,6755
73,9,1,73,6767
73,10,1,73,6749
73,10,1,73,6700
73,9,1,73,6750
73,9,1,73,6728
73,9,1,73,6759
73,10,1,73,6841
73,10,1,73,6701
73,10,1,73,6799
73,10,1,73,6734
73,9,1,73,6693
73,9,1,73,6762
73,9,1,73,6801
73,10,1,73,6866
73,8,1,73,6708
73,10,1,73,6802
73,10,1,73,6727
73,9,1,73,6764
73,9,1,73,6697
73,9,1,73,6732
73,8,1,73,6672
73,10,1,73,6780
73,10,1,73,6749
73,10,1,73,6792
73,10,1,73,6766
73,10,1,73,6693
73,9,1,73,6783
73,9,1,73,6645
73,10,1,73,6850
