fgc,min,rec,rem,work
267,11,1,267,104149
267,11,1,267,103291
267,10,1,267,103929
267,11,1,267,103728
267,9,1,267,103736
267,10,1,267,104236
267,9,1,267,103901
267,10,1,267,103759
267,11,1,267,103794
267,9,1,267,103583
267,9,1,267,103766
267,10,1,267,103666
267,9,1,267,104168
267,10,1,267,103589
267,11,1,267,103907
267,11,1,267,104070
267,9,1,267,103638
267,10,1,267,103856
267,10,1,267,104068
267,10,1,267,103502
267,10,1,267,103999
267,8,1,267,103451
267,10,1,267,103712
267,10,1,267,104174
267,11,1,267,103821
267,11,1,267,103679
267,9,1,267,103707
267,11,1,267,103583
267,10,1,267,103322
267,11,1,267,103062
267,9,1,267,103966
267,10,1,267,103593
267,11,1,267,103739
267,9,1,267,103963
267,10,1,267,103439
267,11,1,267,103306
267,10,1,267,104085
267,9,1,267,104019
267,10,1,267,103431
267,11,1,267,103771
267,9,1,267,103791
267,10,1,267,103806
267,9,1,267,104030
267,11,1,267,103615
267,11,1,267,104094
267,11,1,267,103606
267,10,1,267,103527
267,11,1,267,104175
267,9,1,267,103312
267,9,1,267,103493
267,10,1,267,103434
267,10,1,267,103832
267,10,1,267,103820
267,10,1,267,103981
267,11,1,267,103618
267,10,1,267,103677
267,9,1,267,103694
267,10,1,267,103510
267,9,1,267,103715
267,10,1,267,103779
267,9,1,267,103657
267,10,1,267,103516
267,11,1,267,103497
267,11,1,267,103248
267,11,1,267,103967
267,11,1,267,104320
267,10,1,267,103962
267,11,1,267,103885
267,9,1,267,103846
267,11,1,267,103488
267,11,1,267,104080
267,8,1,267,103642
267,11,1,267,103955
267,11,1,267,103758
267,11,1,267,103647
267,9,1,267,103662
267,11,1,267,104172
267,11,1,267,103873
267,10,1,267,104078
267,9,1,267,103808
267,10,1,267,103723
267,10,1,267,103920
267,10,1,267,103802
267,12,1,267,104382
267,11,1,267,103810
267,10,1,267,104074
267,9,1,267,103703
267,10,1,267,104181
267,11,1,267,103407
267,11,1,267,104013
267,10,1,267,103348
267,9,1,267,103474
267,10,1,267,103931
267,11,1,267,104170
267,10,1,267,103884
267,11,1,267,103502
267,11,1,267,103827
267,10,1,267,103885
267,11,1,267,103544
267,10,1,267,103953
267,8,1,267,103830
267,10,1,267,103828
267,10,1,267,103691
267,9,1,267,103587
267,10,1,267,103907
267,10,1,267,104114
267,10,1,267,103681
267,11,1,267,103745
267,9,1,267,104078
267,9,1,267,103584
267,11,1,267,103659
267,10,1,267,103532
267,9,1,267,103717
267,10,1,267,103784
267,11,1,267,103654
267,10,1,267,103755
267,10,1,267,103470
267,10,1,267,103814
267,10,1,267,103480
267,11,1,267,103831
267,11,1,267,103859
267,8,1,267,103103
267,10,1,267,103676
267,11,1,267,103594
267,11,1,267,103058
267,11,1,267,103626
267,10,1,267,103532
267,10,1,267,103838
267,10,1,267,103909
267,11,1,267,103258
267,10,1,267,103605
267,11,1,267,103817
267,8,1,267,103882
267,11,1,267,103613
267,9,1,267,103771
267,10,1,267,103997
267,11,1,267,103374
267,11,1,267,103421
267,10,1,267,103947
267,8,1,267,103840
267,9,1,267,103550
267,9,1,267,103791
267,11,1,267,103751
267,11,1,267,104234
267,10,1,267,103300
267,10,1,267,103770
267,10,1,267,103568
267,10,1,267,103560
267,10,1,267,104094
267,11,1,267,103580
267,11,1,267,103733
267,11,1,267,103865
267,9,1,267,103385
267,9,1,267,103663
267,10,1,267,103724
267,8,1,267,103715
267,10,1,267,103664
267,9,1,267,104471
267,11,1,267,103591
267,9,1,267,103723
267,11,1,267,103940
267,9,1,267,103658
267,11,1,267,103710
267,10,1,267,103396
267,9,1,267,103888
267,8,1,267,103858
267,11,1,267,103699
267,11,1,267,104293
267,9,1,267,104101
267,9,1,267,103859
267,10,1,267,104129
267,10,1,267,103612
267,8,1,267,103758
267,11,1,267,103629
267,9,1,267,103781
267,11,1,267,104048
267,9,1,267,103607
267,9,1,267,103672
267,10,1,267,103418
267,9,1,267,103629
267,9,1,267,103575
267,10,1,267,103658
267,11,1,267,103674
267,10,1,267,103678
267,9,1,267,103572
267,10,1,267,103600
267,10,1,267,104027
267,10,1,267,103438
267,11,1,267,103686
267,8,1,267,104128
