fgc,min,rec,rem,work
16,16,1,15,32375
16,15,1,16,32357
16,16,1,15,32549
16,16,1,15,32229
16,16,1,16,32390
16,15,1,16,32471
16,15,1,16,32380
16,15,1,16,32354
16,16,1,15,32337
16,15,1,16,32351
16,16,1,15,32401
16,16,1,15,32494
17,16,1,17,32159
16,15,1,16,32432
16,16,1,15,32258
16,15,1,16,32439
15,15,1,15,32387
15,15,1,15,32274
15,15,1,15,32285
16,16,1,16,32492
16,16,1,15,32287
15,15,1,15,32395
16,15,1,16,32409
15,15,1,15,32337
16,16,1,16,32470
16,16,1,15,32480
16,15,1,16,32359
16,16,1,15,32355
16,15,1,16,32523
16,15,1,16,32480
16,16,1,15,32386
16,15,1,16,32383
16,15,1,16,32202
16,15,1,16,32462
16,16,1,15,32531
16,16,1,15,32509
16,15,1,16,32414
16,15,1,16,32540
16,15,1,16,32465
16,15,1,16,32500
17,16,1,17,32570
16,16,1,15,32426
17,15,1,17,32661
16,16,1,15,32368
16,16,1,15,32525
16,16,1,15,32390
17,16,1,17,32521
15,15,1,15,32272
16,16,1,15,32515
15,15,1,15,32441
16,15,1,16,32363
16,15,1,16,32327
16,16,1,15,32307
16,15,1,16,32454
17,16,1,17,32274
16,16,1,15,32564
16,16,1,15,32569
16,16,1,16,32499
15,15,1,15,32515
16,16,1,15,32517
17,16,1,17,32415
16,16,1,15,32513
16,16,1,15,32316
15,15,1,15,32429
16,15,1,16,32559
15,15,1,15,32368
15,15,1,15,32254
17,16,1,17,32441
15,15,1,15,32453
16,16,1,15,32408
15,15,1,15,32387
17,17,1,17,32610
16,16,1,15,32564
16,16,1,15,32229
16,15,1,16,32665
15,15,1,15,32405
17,16,1,17,32423
16,16,1,15,32479
16,16,1,15,32318
16,15,1,16,32312
16,16,1,15,32210
16,16,1,15,32428
16,16,1,15,32364
15,15,1,15,32367
16,16,1,15,32547
16,15,1,16,32514
16,15,1,16,32244
17,16,1,17,32646
16,15,1,16,32342
16,16,1,16,32447
16,8,1,16,32578
16,15,1,16,32298
16,16,1,15,32405
16,16,1,15,32394
16,15,1,16,32319
16,15,1,16,32560
16,16,1,16,32316
16,15,1,16,32480
15,15,1,15,32611
16,16,1,15,32541
16,16,1,15,32392
16,15,1,16,32241
16,16,1,15,32353
15,15,1,15,32499
16,16,1,15,32468
16,15,1,16,32379
17,16,1,17,32583
16,16,1,16,32482
16,16,1,15,32581
15,15,1,15,32326
17,10,1,17,32574
16,16,1,15,32551
16,15,1,16,32445
16,15,1,16,32360
16,16,1,15,32376
16,16,1,15,32378
16,16,1,15,32441
16,15,1,16,32220
16,16,1,15,32439
16,16,1,15,32362
16,8,1,16,32202
16,16,1,16,32698
16,15,1,16,32436
16,16,1,15,32483
16,16,1,15,32431
15,15,1,15,32474
16,15,1,16,32489
16,16,1,15,32406
16,15,1,16,32352
16,16,1,15,32504
16,16,1,15,32496
16,16,1,16,32519
16,15,1,16,32505
16,16,1,15,32425
16,16,1,15,32426
17,17,1,17,32447
15,15,1,15,32384
16,16,1,15,32412
16,15,1,16,32397
15,15,1,15,32165
16,16,1,15,32489
15,15,1,15,32388
16,15,1,16,32447
16,16,1,15,32426
16,16,1,15,32449
17,8,1,17,32506
16,16,1,15,32424
16,16,1,15,32425
16,15,1,16,32479
16,16,1,15,32353
16,15,1,16,32336
16,15,1,16,32280
16,16,1,16,32537
16,16,1,15,32402
16,16,1,15,32429
16,16,1,15,32582
16,15,1,16,32358
16,16,1,15,32323
16,16,1,15,32517
17,16,1,17,32504
16,16,1,15,32207
15,8,1,15,32213
16,16,1,15,32541
15,15,1,15,32390
16,16,1,15,32347
16,15,1,16,32462
15,15,1,15,32276
15,15,1,15,32566
16,16,1,15,32327
16,16,1,15,32456
15,15,1,15,32221
16,16,1,15,32560
16,15,1,16,32541
16,16,1,15,32576
16,16,1,15,32536
15,15,1,15,32348
16,16,1,15,32388
15,15,1,15,32526
17,16,1,17,32484
16,16,1,15,32429
16,15,1,16,32354
17,17,1,17,32661
17,16,1,17,32662
16,15,1,16,32351
16,16,1,15,32339
16,16,1,15,32437
16,15,1,16,32456
16,16,1,15,32346
16,16,1,15,32424
16,15,1,16,32493
16,15,1,16,32230
16,16,1,15,32401
16,15,1,16,32518
16,16,1,15,32508
15,15,1,15,32496
15,15,1,15,32275
16,16,1,15,32462
15,15,1,15,32414
16,15,1,16,32672
15,15,1,15,32294
16,16,1,15,32311
16,16,1,15,32352
16,16,1,16,32368
16,16,1,15,32601
16,15,1,16,32475
16,15,1,16,32351
15,15,1,15,32551
16,16,1,15,32339
17,16,1,17,32589
16,15,1,16,32528
16,16,1,15,32392
16,16,1,15,32479
16,15,1,16,32406
15,15,1,15,32516
16,16,1,15,32384
15,15,1,15,32322
16,16,1,15,32392
16,16,1,15,32364
16,15,1,16,32487
16,16,1,15,32551
16,16,1,15,32310
16,16,1,15,32525
16,15,1,16,32201
