0,2,4,8
0.14029502868652344,0.14,0.1403,0.14029503
0.13962030410766602,0.14,0.1396,0.1396203
0.13915157318115234,0.14,0.1392,0.13915157
0.1396183967590332,0.14,0.1396,0.1396184
0.13985109329223633,0.14,0.1399,0.13985109
0.13958740234375,0.14,0.1396,0.1395874
0.13947391510009766,0.14,0.1395,0.13947392
0.14051055908203125,0.14,0.1405,0.14051056
0.14069795608520508,0.14,0.1407,0.14069796
0.14026403427124026,0.14,0.1403,0.14026403
0.14005661010742188,0.14,0.1401,0.14005661
0.14006662368774414,0.14,0.1401,0.14006662
0.13982152938842773,0.14,0.1398,0.13982153
0.1407022476196289,0.14,0.1407,0.14070225
0.13988161087036133,0.14,0.1399,0.13988161
0.14048147201538086,0.14,0.1405,0.14048147
0.13992786407470706,0.14,0.1399,0.13992786
0.13971757888793945,0.14,0.1397,0.13971758
0.14005184173583984,0.14,0.1401,0.14005184
0.13982295989990234,0.14,0.1398,0.13982296
0.14009761810302734,0.14,0.1401,0.14009762
0.1395859718322754,0.14,0.1396,0.13958597
0.1395559310913086,0.14,0.1396,0.13955593
0.14040803909301758,0.14,0.1404,0.14040804
0.1397261619567871,0.14,0.1397,0.13972616
0.1402878761291504,0.14,0.1403,0.14028788
0.13981199264526367,0.14,0.1398,0.13981199
0.13940954208374026,0.14,0.1394,0.13940954
0.13987016677856445,0.14,0.1399,0.13987017
0.14053058624267578,0.14,0.1405,0.14053059
0.1396017074584961,0.14,0.1396,0.13960171
0.13918447494506836,0.14,0.1392,0.13918447
0.1398639678955078,0.14,0.1399,0.13986397
0.1398463249206543,0.14,0.1398,0.13984632
0.1397709846496582,0.14,0.1398,0.13977098
0.13959884643554688,0.14,0.1396,0.13959885
0.1396956443786621,0.14,0.1397,0.13969564
0.1398940086364746,0.14,0.1399,0.13989401
0.13979387283325195,0.14,0.1398,0.13979387
0.13939905166625974,0.14,0.1394,0.13939905
0.13970708847045898,0.14,0.1397,0.13970709
0.14034128189086914,0.14,0.1403,0.14034128
0.13974523544311526,0.14,0.1397,0.13974524
0.13985443115234375,0.14,0.1399,0.13985443
0.1397261619567871,0.14,0.1397,0.13972616
0.13906526565551758,0.14,0.1391,0.13906527
0.1402735710144043,0.14,0.1403,0.14027357
0.13980627059936526,0.14,0.1398,0.13980627
0.1389317512512207,0.14,0.1389,0.13893175
0.14061498641967773,0.14,0.1406,0.14061499
0.13968420028686526,0.14,0.1397,0.1396842
0.13988590240478516,0.14,0.1399,0.13988589999999998
0.14040565490722656,0.14,0.1404,0.14040565
0.14005279541015625,0.14,0.1401,0.14005279999999998
0.1398911476135254,0.14,0.1399,0.13989115
0.13988733291625974,0.14,0.1399,0.13988733
0.13936567306518555,0.14,0.1394,0.13936567
0.1396322250366211,0.14,0.1396,0.13963223
0.13910818099975586,0.14,0.1391,0.13910818
0.13971805572509766,0.14,0.1397,0.13971806
0.13958978652954102,0.14,0.1396,0.13958979
0.13972806930541992,0.14,0.1397,0.13972807
0.13912725448608398,0.14,0.1391,0.13912725
0.1398482322692871,0.14,0.1398,0.13984823
0.13973045349121094,0.14,0.1397,0.13973045
0.13999605178833008,0.14,0.14,0.13999605
0.14017534255981445,0.14,0.1402,0.14017534
0.1396780014038086,0.14,0.1397,0.139678
0.139129638671875,0.14,0.1391,0.13912964
0.14001798629760742,0.14,0.14,0.14001799
0.13966083526611328,0.14,0.1397,0.13966084
0.13962936401367188,0.14,0.1396,0.13962936
0.1398930549621582,0.14,0.1399,0.13989305
0.13979721069335938,0.14,0.1398,0.13979721
0.13930702209472656,0.14,0.1393,0.13930702
0.13995790481567386,0.14,0.14,0.1399579
0.1405959129333496,0.14,0.1406,0.14059591
0.13939142227172852,0.14,0.1394,0.13939142
0.13978052139282227,0.14,0.1398,0.13978052
0.13967227935791016,0.14,0.1397,0.13967228
0.1396951675415039,0.14,0.1397,0.13969517
0.13914871215820312,0.14,0.1391,0.13914871
0.13979625701904294,0.14,0.1398,0.13979626
0.13967037200927734,0.14,0.1397,0.13967037
0.13925695419311526,0.14,0.1393,0.13925695
0.13986587524414062,0.14,0.1399,0.13986588
0.13998937606811526,0.14,0.14,0.13998938
0.13949918746948242,0.14,0.1395,0.13949919
0.13892841339111328,0.14,0.1389,0.13892841
0.13927841186523438,0.14,0.1393,0.13927841
0.1396627426147461,0.14,0.1397,0.13966274
0.14011192321777344,0.14,0.1401,0.14011192
0.1399836540222168,0.14,0.14,0.13998365
0.13901281356811526,0.14,0.139,0.13901281
0.1404094696044922,0.14,0.1404,0.14040947
0.1395120620727539,0.14,0.1395,0.13951206
0.13972091674804688,0.14,0.1397,0.13972092
0.1399526596069336,0.14,0.14,0.13995266
0.13911914825439453,0.14,0.1391,0.13911915
0.13935518264770508,0.14,0.1394,0.13935518
0.1393589973449707,0.14,0.1394,0.13935899999999998
0.1396479606628418,0.14,0.1396,0.13964796
0.13953304290771484,0.14,0.1395,0.13953304
0.13967370986938474,0.14,0.1397,0.13967371
0.1396021842956543,0.14,0.1396,0.13960218
0.14003229141235352,0.14,0.14,0.14003229
0.13951683044433594,0.14,0.1395,0.13951683
0.13968658447265625,0.14,0.1397,0.13968658
0.1396160125732422,0.14,0.1396,0.13961601
0.13975238800048828,0.14,0.1398,0.13975239
0.1402759552001953,0.14,0.1403,0.14027596
0.1396627426147461,0.14,0.1397,0.13966274
0.13976669311523438,0.14,0.1398,0.13976669
0.13968276977539062,0.14,0.1397,0.13968277
0.13995790481567386,0.14,0.14,0.1399579
0.13907527923583984,0.14,0.1391,0.13907528
0.13994407653808594,0.14,0.1399,0.13994408
0.13967514038085938,0.14,0.1397,0.13967514
0.13965082168579102,0.14,0.1397,0.13965082
0.13937616348266602,0.14,0.1394,0.13937616
0.14019012451171875,0.14,0.1402,0.14019012
0.1398921012878418,0.14,0.1399,0.1398921
0.13947343826293945,0.14,0.1395,0.13947344
0.1401219367980957,0.14,0.1401,0.14012194
0.13927888870239258,0.14,0.1393,0.13927889
0.1404118537902832,0.14,0.1404,0.14041185
0.1392512321472168,0.14,0.1393,0.13925123
0.13954734802246094,0.14,0.1395,0.13954735
0.13983154296875,0.14,0.1398,0.13983154
0.13960504531860352,0.14,0.1396,0.13960505
0.1392679214477539,0.14,0.1393,0.13926792
0.13917970657348633,0.14,0.1392,0.13917971
0.13907670974731445,0.14,0.1391,0.13907671
0.13997554779052734,0.14,0.14,0.13997555
0.13947772979736328,0.14,0.1395,0.13947773
0.13927507400512695,0.14,0.1393,0.13927507
0.13954544067382812,0.14,0.1395,0.13954544
0.13953018188476562,0.14,0.1395,0.13953018
0.13930416107177734,0.14,0.1393,0.13930416
0.13992977142333984,0.14,0.1399,0.13992977
