fgc,min,rec,rem,work
21,20,1,21,519577
21,20,1,21,519821
21,21,1,21,519800
21,20,1,21,519137
21,21,1,21,518968
21,20,1,21,520152
21,20,1,21,518379
21,21,1,21,519288
21,20,1,21,519378
21,20,1,21,519308
21,20,1,21,519342
21,20,1,21,519825
21,20,1,21,519928
21,21,1,21,519511
20,20,1,20,520063
21,20,1,21,519368
20,20,1,19,519902
21,20,1,21,520508
21,21,1,21,519822
21,21,1,21,520044
20,20,1,20,519474
21,20,1,21,519009
21,20,1,21,519433
21,21,1,21,519693
21,21,1,21,519648
21,20,1,21,519284
21,21,1,21,519102
21,20,1,21,519781
21,21,1,21,519772
20,20,1,20,519949
21,21,1,21,520054
20,20,1,20,519840
21,20,1,21,520106
21,21,1,21,519646
21,21,1,21,519283
21,21,1,21,520176
21,20,1,21,519849
21,21,1,21,520081
21,21,1,21,519725
20,20,1,20,519336
21,20,1,21,519752
21,21,1,21,519637
21,21,1,21,519433
20,20,1,20,520012
21,20,1,21,519582
21,21,1,21,520146
21,20,1,21,519328
21,20,1,21,519273
21,21,1,21,519397
21,21,1,21,519236
21,21,1,21,520067
21,20,1,21,519742
21,20,1,21,519489
21,21,1,21,519546
21,20,1,21,519717
21,21,1,21,519400
21,20,1,21,519930
21,20,1,21,519538
21,21,1,21,520299
21,20,1,21,519748
20,20,1,20,519170
21,20,1,21,519233
20,20,1,20,519506
21,21,1,21,519879
21,21,1,21,519932
21,21,1,21,519569
21,20,1,21,519673
21,21,1,21,519496
21,20,1,21,518910
21,21,1,21,519798
21,20,1,21,518774
21,20,1,21,519775
21,20,1,21,519182
21,20,1,21,519525
21,20,1,21,519603
21,21,1,21,519209
21,20,1,21,519509
21,20,1,21,519654
20,20,1,20,518743
20,20,1,20,519586
21,21,1,21,519576
21,20,1,21,519666
21,21,1,21,519260
21,21,1,21,519768
21,20,1,21,519495
21,20,1,21,519442
21,20,1,21,519290
20,20,1,19,520298
21,20,1,21,519733
21,21,1,21,519632
21,20,1,21,519798
21,21,1,21,519889
21,20,1,21,519649
21,20,1,21,519249
21,20,1,21,520027
21,20,1,21,520730
21,14,1,21,518644
21,21,1,21,519791
21,20,1,21,519496
21,20,1,21,519213
21,21,1,21,519868
20,19,1,20,519720
21,20,1,21,520108
21,20,1,21,519529
20,20,1,20,518885
21,20,1,21,519234
21,21,1,21,519919
21,21,1,21,519427
21,20,1,21,520189
21,21,1,21,518917
21,21,1,21,519994
21,20,1,21,519322
21,21,1,21,519163
21,21,1,21,519842
21,21,1,21,519188
21,21,1,21,519329
21,20,1,21,519559
21,20,1,21,519862
21,20,1,21,519555
21,20,1,21,519909
21,20,1,21,520173
21,21,1,21,520054
21,20,1,21,520575
21,20,1,21,519583
21,20,1,21,520026
21,21,1,21,519865
21,21,1,21,519265
21,20,1,21,519618
21,20,1,21,519752
21,21,1,21,519186
21,20,1,21,520095
21,20,1,21,519789
20,20,1,19,518594
20,20,1,20,520672
20,20,1,20,519347
20,20,1,19,519781
21,20,1,21,519534
21,20,1,21,519683
21,20,1,21,520204
21,20,1,21,520208
21,20,1,21,519528
21,20,1,21,519075
21,21,1,21,519613
21,20,1,21,520102
21,21,1,21,520310
21,21,1,21,519680
21,21,1,21,518553
21,21,1,21,518998
21,20,1,21,519368
21,21,1,21,519465
20,20,1,20,519939
21,21,1,21,519577
20,20,1,20,519740
21,21,1,21,519439
21,20,1,21,520436
21,21,1,21,519540
21,20,1,21,519039
21,20,1,21,519039
21,20,1,21,519383
21,21,1,21,519472
21,21,1,21,519567
21,20,1,21,519621
21,21,1,21,519944
21,20,1,21,520056
21,21,1,21,520475
21,20,1,21,519481
21,20,1,21,519226
21,20,1,21,519537
21,21,1,21,519870
21,21,1,21,520485
21,21,1,21,519560
21,20,1,21,520515
21,20,1,21,519572
21,20,1,21,519439
20,20,1,20,519982
21,20,1,21,519752
20,20,1,20,519108
21,20,1,21,519518
21,20,1,21,520222
21,21,1,21,519262
20,20,1,20,518753
21,20,1,21,519411
21,21,1,21,519391
21,21,1,21,519084
21,20,1,21,519790
20,20,1,20,519309
21,20,1,21,519819
21,20,1,21,519777
20,12,1,20,519848
21,21,1,21,520127
21,20,1,21,519478
21,20,1,21,520270
21,21,1,21,519972
20,20,1,20,518965
21,21,1,21,520060
21,20,1,21,519070
21,21,1,21,519574
20,20,1,20,518696
21,20,1,21,519987
21,21,1,21,520025
21,20,1,21,519551
21,21,1,21,520385
21,21,1,21,519230
21,20,1,21,519526
21,20,1,21,520042
21,20,1,21,519680
20,20,1,20,518672
21,20,1,21,520581
21,21,1,21,519582
21,20,1,21,519534
21,21,1,21,519411
21,21,1,21,519716
21,20,1,21,519924
20,20,1,20,519950
21,21,1,21,520067
21,21,1,21,520412
21,21,1,21,519862
21,20,1,21,519479
21,20,1,21,519853
21,21,1,21,520350
21,21,1,21,520343
21,20,1,21,519351
21,20,1,21,519713
21,20,1,21,519045
21,21,1,21,520470
21,20,1,21,520219
21,20,1,21,519751
21,20,1,21,519687
21,21,1,21,520155
21,21,1,21,520083
21,21,1,21,519180
21,20,1,21,520539
21,20,1,21,519426
21,21,1,21,519928
20,19,1,20,519550
21,20,1,21,519444
21,20,1,21,519542
21,21,1,21,519762
21,20,1,21,519708
21,21,1,21,520348
20,20,1,20,518814
21,20,1,21,520109
21,21,1,21,519569
21,20,1,21,519383
21,21,1,21,519024
20,20,1,20,520180
20,20,1,20,519656
21,20,1,21,519304
21,20,1,21,518853
21,21,1,21,519551
21,21,1,21,519236
21,20,1,21,519986
21,20,1,21,519595
21,20,1,21,520395
21,20,1,21,520327
21,21,1,21,519522
21,21,1,21,519290
21,21,1,21,518812
21,21,1,21,520569
20,20,1,19,519142
21,20,1,21,520079
21,21,1,21,521390
21,21,1,21,520093
21,21,1,21,520130
21,21,1,21,519802
20,20,1,20,519334
21,20,1,21,519898
21,20,1,21,519953
21,20,1,21,519474
21,21,1,21,519385
21,21,1,21,520010
21,20,1,21,519714
21,20,1,21,519276
21,20,1,21,519114
21,20,1,21,519900
21,20,1,21,520257
21,20,1,21,519602
21,20,1,21,520191
20,20,1,20,518824
21,21,1,21,519420
