fgc,min,rec,rem,work
13,12,1,13,4055
13,13,1,13,4125
13,13,1,13,4072
13,4,1,13,4047
13,12,1,13,4045
13,12,1,13,4046
12,12,1,12,4063
13,13,1,12,4057
12,12,1,12,4027
13,13,1,12,4049
12,12,1,12,4042
13,13,1,13,4087
13,13,1,13,4025
13,4,1,13,4044
13,13,1,13,4114
13,13,1,12,4106
13,12,1,13,4111
13,13,1,12,4041
13,13,1,13,4068
13,12,1,13,4102
13,13,1,12,4025
13,12,1,13,4048
13,12,1,13,3977
13,13,1,12,4019
13,13,1,12,4095
13,13,1,13,4045
13,13,1,13,4120
13,12,1,13,4077
13,13,1,13,4061
13,4,1,13,4074
13,12,1,13,4062
13,13,1,12,4098
13,13,1,12,4077
13,13,1,13,4037
13,13,1,12,4040
13,13,1,12,4061
13,13,1,12,4019
13,12,1,13,4070
13,13,1,12,4050
13,13,1,13,4059
13,13,1,12,4066
13,13,1,12,4068
13,12,1,13,4048
13,12,1,13,4115
13,13,1,13,4028
13,13,1,13,4120
13,12,1,13,4060
13,13,1,13,4084
13,13,1,13,4075
13,13,1,12,4078
12,12,1,12,4053
13,6,1,13,4062
13,13,1,12,4008
13,13,1,13,4126
13,13,1,13,4036
13,13,1,12,4023
13,12,1,13,4051
13,13,1,12,4058
13,12,1,13,4093
13,13,1,13,4067
13,13,1,12,3997
13,12,1,13,4085
13,13,1,12,4082
13,12,1,13,4068
13,12,1,13,4085
13,13,1,13,4050
13,13,1,12,4030
13,13,1,12,4028
13,12,1,13,4005
13,13,1,12,4080
13,12,1,13,4031
12,12,1,12,4036
13,13,1,12,4080
13,13,1,12,4141
13,13,1,12,4061
13,13,1,12,4011
13,12,1,13,4043
13,13,1,13,4040
13,13,1,12,4098
13,13,1,12,4056
13,12,1,13,4115
13,13,1,13,4078
13,13,1,13,4051
13,12,1,13,4030
13,13,1,12,4053
13,13,1,13,4117
13,13,1,13,4110
13,13,1,12,4095
13,12,1,13,4058
12,12,1,12,3930
13,12,1,13,4065
13,13,1,12,4091
13,12,1,13,4125
13,12,1,13,4034
13,13,1,12,4042
13,13,1,12,4066
13,13,1,12,4003
13,12,1,13,4042
13,13,1,12,4103
13,12,1,13,3980
13,13,1,12,4048
13,13,1,12,4040
13,13,1,12,4033
13,13,1,12,4023
13,12,1,13,4062
13,13,1,13,4074
13,13,1,12,4077
13,12,1,13,4025
13,13,1,13,4081
13,13,1,12,4019
13,13,1,13,4037
13,13,1,13,4087
13,13,1,12,4016
13,13,1,13,4083
13,12,1,13,4099
13,13,1,13,4039
13,13,1,13,4073
13,13,1,12,4071
13,12,1,13,4041
13,12,1,13,4036
13,13,1,13,4049
13,13,1,12,4014
