fgc,min,rec,rem,work
16,12,1,16,7769
18,12,1,18,7818
16,12,1,16,7666
16,12,1,16,7875
16,12,1,16,7663
18,12,1,18,7848
16,12,1,16,7727
18,12,1,18,7794
18,12,1,18,7895
16,12,1,16,7737
18,12,1,18,7905
16,12,1,16,7771
16,12,1,16,7697
18,12,1,18,7850
16,12,1,16,7709
16,11,1,16,7791
16,12,1,16,7764
16,12,1,16,7744
16,11,1,16,7773
18,13,1,18,7795
16,12,1,16,7744
16,11,1,16,7818
16,11,1,16,7748
16,12,1,16,7738
18,12,1,18,7749
16,12,1,16,7704
16,12,1,16,7697
16,12,1,16,7749
16,12,1,16,7695
18,11,1,18,7739
16,12,1,16,7715
18,13,1,18,7903
16,12,1,16,7767
18,12,1,18,7812
16,11,1,16,7735
18,12,1,18,7749
18,12,1,18,7873
18,13,1,18,7889
16,11,1,16,7680
16,11,1,16,7641
16,11,1,16,7659
18,12,1,18,7832
16,12,1,16,7759
18,12,1,18,7816
18,12,1,18,7805
18,12,1,18,7699
18,12,1,18,7681
16,12,1,16,7693
16,12,1,16,7677
16,12,1,16,7751
16,12,1,16,7594
18,12,1,18,7745
18,12,1,18,7743
18,12,1,18,7842
18,13,1,18,7828
18,13,1,18,7821
16,12,1,16,7765
18,12,1,18,7801
16,12,1,16,7636
16,12,1,16,7688
16,12,1,16,7755
16,12,1,16,7722
18,12,1,18,7765
16,12,1,16,7724
18,12,1,18,7741
16,12,1,16,7713
16,12,1,16,7640
18,12,1,18,7815
16,12,1,16,7678
18,11,1,18,7745
16,12,1,16,7731
16,12,1,16,7793
16,12,1,16,7744
16,12,1,16,7742
16,11,1,16,7616
16,11,1,16,7729
18,12,1,18,7721
16,12,1,16,7698
16,12,1,16,7744
16,11,1,16,7722
16,12,1,16,7774
18,12,1,18,7819
16,12,1,16,7852
16,12,1,16,7729
16,11,1,16,7619
16,12,1,16,7728
18,13,1,18,7900
16,12,1,16,7797
16,12,1,16,7805
16,12,1,16,7682
16,12,1,16,7618
16,12,1,16,7818
16,12,1,16,7647
16,12,1,16,7759
16,12,1,16,7750
18,12,1,18,7761
16,12,1,16,7648
18,13,1,18,7845
18,12,1,18,7828
18,12,1,18,7692
18,6,1,18,7710
16,12,1,16,7784
18,12,1,18,7818
16,11,1,16,7823
18,11,1,18,7759
16,11,1,16,7711
16,12,1,16,7853
16,12,1,16,7752
16,11,1,16,7772
18,13,1,18,7824
16,12,1,16,7665
16,12,1,16,7723
16,12,1,16,7687
16,12,1,16,7706
16,12,1,16,7763
18,12,1,18,7785
16,12,1,16,7667
16,12,1,16,7712
16,12,1,16,7726
16,12,1,16,7682
18,13,1,18,7775
16,12,1,16,7749
16,12,1,16,7649
16,12,1,16,7712
16,12,1,16,7759
16,12,1,16,7712
18,12,1,18,7777
16,11,1,16,7724
18,12,1,18,7843
18,12,1,18,7677
18,12,1,18,7844
16,12,1,16,7679
18,12,1,18,7727
18,12,1,18,7862
18,13,1,18,7791
18,12,1,18,7758
16,12,1,16,7821
16,12,1,16,7679
16,12,1,16,7725
18,13,1,18,7912
16,12,1,16,7681
18,11,1,18,7669
16,12,1,16,7682
18,12,1,18,7810
16,12,1,16,7694
18,13,1,18,7874
18,12,1,18,7738
18,12,1,18,7819
16,11,1,16,7712
16,12,1,16,7793
16,12,1,16,7709
16,12,1,16,7816
16,12,1,16,7758
16,12,1,16,7719
18,13,1,18,7773
18,12,1,18,7818
16,12,1,16,7789
16,12,1,16,7728
16,11,1,16,7676
16,12,1,16,7711
16,11,1,16,7686
18,13,1,18,7827
16,12,1,16,7690
18,13,1,18,7757
16,12,1,16,7704
16,12,1,16,7810
18,12,1,18,7719
18,12,1,18,7696
16,12,1,16,7815
16,12,1,16,7708
18,12,1,18,7808
16,12,1,16,7689
16,12,1,16,7813
16,12,1,16,7742
16,12,1,16,7796
16,12,1,16,7718
16,11,1,16,7660
18,12,1,18,7578
16,11,1,16,7735
18,12,1,18,7789
16,12,1,16,7785
16,12,1,16,7746
16,12,1,16,7713
18,11,1,18,7712
16,12,1,16,7827
16,12,1,16,7761
16,11,1,16,7712
16,12,1,16,7688
16,12,1,16,7675
16,12,1,16,7800
18,12,1,18,7761
18,12,1,18,7790
16,12,1,16,7749
16,12,1,16,7666
16,12,1,16,7629
16,12,1,16,7781
16,12,1,16,7659
16,12,1,16,7738
16,12,1,16,7679
18,11,1,18,7867
16,11,1,16,7749
16,12,1,16,7648
18,13,1,18,7844
16,4,1,16,7753
18,11,1,18,7804
16,11,1,16,7693
16,12,1,16,7828
18,12,1,18,7875
16,12,1,16,7716
16,12,1,16,7647
18,12,1,18,7807
16,12,1,16,7769
16,12,1,16,7710
18,12,1,18,7726
16,12,1,16,7645
16,12,1,16,7637
16,12,1,16,7709
16,12,1,16,7786
16,12,1,16,7834
16,12,1,16,7665
16,12,1,16,7743
18,13,1,18,7809
16,12,1,16,7700
16,11,1,16,7602
18,12,1,18,7822
16,11,1,16,7642
16,12,1,16,7713
16,12,1,16,7660
16,11,1,16,7742
16,12,1,16,7813
16,12,1,16,7705
16,12,1,16,7645
16,12,1,16,7838
16,12,1,16,7605
16,11,1,16,7775
16,12,1,16,7812
16,12,1,16,7794
18,12,1,18,7931
18,12,1,18,7720
16,12,1,16,7814
16,12,1,16,7818
16,11,1,16,7623
16,11,1,16,7682
18,12,1,18,7826
16,12,1,16,7671
16,12,1,16,7776
16,12,1,16,7693
18,12,1,18,7831
16,11,1,16,7705
18,12,1,18,7736
16,12,1,16,7795
18,13,1,18,7809
16,12,1,16,7693
16,11,1,16,7741
18,13,1,18,7828
16,11,1,16,7688
16,12,1,16,7638
16,12,1,16,7655
16,12,1,16,7739
18,12,1,18,7798
18,13,1,18,7801
16,11,1,16,7669
16,12,1,16,7690
18,12,1,18,7779
16,11,1,16,7701
18,13,1,18,7742
16,12,1,16,7773
18,11,1,18,7738
16,11,1,16,7667
18,12,1,18,7801
18,13,1,18,7830
16,12,1,16,7679
18,13,1,18,7756
18,12,1,18,7760
16,12,1,16,7768
16,11,1,16,7664
16,12,1,16,7724
16,12,1,16,7739
18,13,1,18,7793
16,12,1,16,7636
16,12,1,16,7692
18,12,1,18,7795
16,12,1,16,7752
18,12,1,18,7822
16,12,1,16,7747
16,12,1,16,7767
16,12,1,16,7721
18,13,1,18,7867
16,12,1,16,7629
18,13,1,18,7972
18,11,1,18,7828
16,12,1,16,7691
18,12,1,18,7858
16,11,1,16,7668
16,12,1,16,7740
16,11,1,16,7794
16,11,1,16,7596
16,12,1,16,7723
16,12,1,16,7790
18,11,1,18,7780
18,12,1,18,7888
18,12,1,18,7759
16,11,1,16,7711
18,12,1,18,7812
18,13,1,18,7802
18,12,1,18,7809
16,12,1,16,7775
16,11,1,16,7817
18,12,1,18,7791
16,12,1,16,7784
16,12,1,16,7742
16,12,1,16,7826
16,12,1,16,7696
16,12,1,16,7729
18,13,1,18,7897
16,12,1,16,7669
18,12,1,18,7726
16,11,1,16,7568
18,12,1,18,7819
16,12,1,16,7709
16,12,1,16,7760
16,12,1,16,7734
16,12,1,16,7732
16,12,1,16,7709
18,12,1,18,7811
18,12,1,18,7774
16,12,1,16,7685
18,12,1,18,7872
16,12,1,16,7712
18,11,1,18,7803
16,12,1,16,7648
16,12,1,16,7710
16,11,1,16,7689
16,12,1,16,7719
16,12,1,16,7746
16,11,1,16,7777
16,12,1,16,7722
16,12,1,16,7722
16,12,1,16,7736
