fgc,min,rec,rem,work
46,15,1,46,1811703
46,16,1,46,1808726
46,16,1,46,1808038
46,16,1,46,1809795
46,16,1,46,1808345
46,16,1,46,1810523
46,17,1,46,1810099
46,16,1,46,1810254
46,15,1,46,1810879
46,16,1,46,1808300
46,16,1,46,1808851
46,16,1,46,1808408
46,16,1,46,1810038
46,15,1,46,1807903
46,16,1,46,1809698
46,16,1,46,1808595
48,16,1,48,1808374
46,16,1,46,1808788
46,16,1,46,1809061
46,15,1,46,1809676
46,16,1,46,1807489
46,16,1,46,1808287
46,16,1,46,1807035
46,15,1,46,1809584
46,16,1,46,1808169
46,16,1,46,1810800
46,15,1,46,1808669
46,16,1,46,1809619
46,16,1,46,1808331
46,16,1,46,1808872
46,16,1,46,1809993
48,16,1,48,1810320
46,16,1,46,1809264
46,16,1,46,1810168
48,16,1,48,1809215
46,16,1,46,1809213
46,16,1,46,1810766
46,16,1,46,1809339
46,16,1,46,1807074
46,15,1,46,1810206
46,15,1,46,1807769
46,16,1,46,1810004
46,16,1,46,1809040
46,17,1,46,1809035
46,16,1,46,1809444
46,16,1,46,1809726
46,15,1,46,1810050
46,16,1,46,1808313
46,16,1,46,1808125
48,15,1,48,1810243
46,16,1,46,1807746
46,16,1,46,1807439
48,17,1,48,1808907
48,16,1,48,1809802
46,16,1,46,1807100
46,16,1,46,1808869
46,15,1,46,1809930
46,15,1,46,1810243
46,16,1,46,1810216
46,16,1,46,1808758
46,15,1,46,1810896
46,16,1,46,1810325
46,16,1,46,1808926
46,16,1,46,1810498
46,16,1,46,1807619
46,16,1,46,1809302
46,17,1,46,1807672
46,16,1,46,1808982
46,16,1,46,1808555
46,15,1,46,1808280
46,15,1,46,1809199
46,17,1,46,1807908
46,16,1,46,1810806
46,16,1,46,1809303
46,16,1,46,1811057
46,16,1,46,1808317
46,16,1,46,1810863
48,16,1,48,1807795
46,16,1,46,1809358
46,16,1,46,1808776
46,16,1,46,1809420
46,16,1,46,1808985
46,16,1,46,1809369
46,16,1,46,1809955
48,15,1,48,1809086
46,16,1,46,1808933
46,15,1,46,1808726
46,16,1,46,1810069
46,16,1,46,1810802
46,16,1,46,1808099
46,14,1,46,1810464
46,16,1,46,1809149
46,16,1,46,1808688
46,16,1,46,1809219
46,16,1,46,1808498
46,16,1,46,1809225
46,15,1,46,1809900
46,16,1,46,1807586
46,15,1,46,1811181
46,16,1,46,1809193
48,16,1,48,1809845
46,15,1,46,1807964
46,16,1,46,1809387
46,16,1,46,1809394
46,16,1,46,1807117
46,16,1,46,1810316
46,16,1,46,1809749
46,16,1,46,1808870
46,16,1,46,1808443
46,16,1,46,1810799
46,17,1,46,1810881
46,16,1,46,1808504
46,16,1,46,1809758
46,15,1,46,1807383
46,15,1,46,1808368
46,16,1,46,1808600
46,15,1,46,1809694
46,16,1,46,1807331
46,16,1,46,1807383
46,15,1,46,1810390
46,16,1,46,1811535
46,16,1,46,1807551
46,16,1,46,1809078
46,16,1,46,1807165
46,17,1,46,1807574
46,16,1,46,1807977
46,17,1,46,1808365
46,16,1,46,1811255
46,16,1,46,1808568
46,17,1,46,1810452
48,16,1,48,1808684
46,16,1,46,1807976
46,16,1,46,1810130
46,16,1,46,1809020
46,16,1,46,1809131
46,16,1,46,1809808
46,16,1,46,1809813
46,15,1,46,1807957
46,16,1,46,1809709
48,15,1,48,1810498
46,16,1,46,1808206
46,16,1,46,1807739
46,16,1,46,1810047
46,16,1,46,1810261
46,16,1,46,1807719
46,16,1,46,1809237
46,16,1,46,1806601
46,15,1,46,1808192
46,15,1,46,1809113
46,16,1,46,1808617
46,15,1,46,1809327
46,16,1,46,1807672
46,16,1,46,1808295
46,16,1,46,1809166
46,15,1,46,1809779
46,16,1,46,1809463
46,16,1,46,1809769
46,16,1,46,1809740
46,15,1,46,1810190
46,16,1,46,1810073
46,16,1,46,1810563
46,16,1,46,1810454
46,16,1,46,1809766
46,15,1,46,1808188
46,15,1,46,1809676
46,16,1,46,1808915
46,16,1,46,1809129
46,15,1,46,1808265
46,16,1,46,1811152
46,16,1,46,1809768
46,16,1,46,1809817
46,16,1,46,1810052
46,16,1,46,1807668
46,16,1,46,1810421
46,16,1,46,1808127
48,16,1,48,1809139
46,15,1,46,1808797
46,16,1,46,1809648
46,16,1,46,1809790
46,16,1,46,1810494
46,16,1,46,1810909
46,16,1,46,1808636
46,15,1,46,1810865
46,15,1,46,1809338
48,16,1,48,1808238
46,16,1,46,1807192
46,16,1,46,1808496
46,16,1,46,1809145
46,15,1,46,1810778
46,16,1,46,1810898
46,16,1,46,1810043
46,16,1,46,1809291
46,15,1,46,1808011
46,16,1,46,1809169
46,16,1,46,1809497
46,16,1,46,1809593
46,16,1,46,1810524
46,16,1,46,1809114
46,15,1,46,1809558
46,15,1,46,1807378
46,16,1,46,1807543
46,16,1,46,1808999
46,16,1,46,1808434
46,16,1,46,1808459
46,16,1,46,1809628
46,16,1,46,1809038
46,16,1,46,1812946
48,16,1,48,1808640
46,16,1,46,1810423
46,16,1,46,1806445
46,16,1,46,1810200
46,15,1,46,1809174
46,15,1,46,1809533
46,16,1,46,1808096
46,15,1,46,1809462
46,16,1,46,1809137
46,16,1,46,1807727
46,15,1,46,1809332
46,16,1,46,1808587
46,16,1,46,1808717
46,16,1,46,1809749
46,16,1,46,1807002
46,16,1,46,1807924
48,15,1,48,1807147
46,16,1,46,1808344
46,16,1,46,1809236
46,15,1,46,1810375
46,15,1,46,1809744
46,16,1,46,1809499
